,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
purchase_date,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29
weights,,16.658947978056727,4.2089554949495565,33.514747740139505,2.246996017560269,17.012897777320372,0.3366962600178993,7.915742189746554,5.249414539991384,2.2839246454195887,10.571677356798148
seed_money,,16658.947978056727,4208.955494949556,33514.74774013951,2246.996017560269,17012.897777320373,336.6962600178993,7915.742189746554,5249.414539991384,2283.9246454195886,10571.677356798149
num_shares,,336.7484935932227,55.395571136477436,1261.3755265389352,31.36510353936724,245.03669562610358,6.5365222290409495,241.997621209005,101.0668952636,27.372059508863718,96.73050925792066
rebalacning_date_1,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28
weights_1,,23.78324022798502,6.173177971159936,20.565895723358754,0.8615195359367761,14.394842213243285,5.157078603035349,10.835661810081275,3.7923652939950587,3.6040975795307166,10.832121041673831
seed_money_1,,24708.203534918193,6413.2614524583505,21365.732025560224,895.0252294969816,14954.677657392556,5357.644566001366,11257.075775738866,3939.855657368875,3744.2659495137937,11253.397301921064
num_shares_1,,504.45495171331555,84.67469570185307,774.9630767341395,11.419051154592776,198.5485615692055,99.36284432495114,345.09735670566727,74.78845211406369,39.367742082996465,96.03513655846615
rebalacning_date_2,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31
weights_2,1.014935522743296,23.826733935687752,3.2871150490267165,20.695024325851406,0.3906136714785018,14.271199491982221,7.857675018625651,11.892216227567966,5.299985499492483,0.7887276054661914,10.675773652077824
seed_money_2,906.6908023323072,21285.569403181915,2936.5382473803274,18487.862322106088,348.9540126032114,12749.150096407193,7019.639679028348,10623.889726254147,4734.732401419611,704.6083710705398,9537.18296503923
num_shares_2,18.040295156554564,518.5278782748335,51.47234127094322,780.4078650108099,5.4481500796754325,206.98352295490207,138.86500084131086,343.6561632077759,89.72394166040574,8.199823472798576,96.86342960284654
rebalacning_date_3,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29
weights_3,0.10041204944593353,23.277593311197343,4.402428291394967,22.215265831899824,0.8138976677201263,18.23558827059247,5.955714685762291,9.972996759611153,2.1323558827059244,2.687722526703204,10.206024722966756
seed_money_3,102.09889957802096,23668.640118511175,4476.385916857474,22588.466302457648,827.5705625158708,18541.933023564612,6055.76640425413,10140.535924423399,2168.1779261981915,2732.874329939975,10377.478589778766
num_shares_3,1.8399513349796532,506.17279979707394,67.70093643160124,878.5867873379093,11.029862221989482,250.56666248060287,107.92668694090412,279.9706218780618,37.26672269161553,29.78609623912779,91.1504487464099
rebalacning_date_4,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28
weights_4,1.2017776106280549,21.24160681117338,4.063838746750498,28.319341767948394,1.5289531881864709,10.639757784048117,5.524076061570223,11.53816531618804,0.9293146716891602,4.144257323441715,10.868910718375943
seed_money_4,1278.898019389132,22604.72207104551,4324.6231901590545,30136.649058144503,1627.0690906685204,11322.531753348328,5878.56677609846,12278.591845745597,988.950603257963,4410.202383466492,11566.389877561436
num_shares_4,21.857768234304086,459.3522062801364,67.89047394284229,1091.9075745704529,21.035153079101754,144.9376824545357,101.23242252623488,333.83882125463833,16.56811196612436,47.6366643277867,97.03347212719325
rebalacning_date_5,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30
weights_5,0.9373750671356402,23.688684464509983,6.912749916206645,14.917438305880072,2.0253762624529044,9.866314263446311,4.012086434360525,15.422419467518466,1.5135301030153494,8.356620482730492,12.347405232743617
seed_money_5,1015.7584710853043,25669.53480768338,7490.794807821653,16164.836101723935,2194.738443394009,10691.336523499807,4347.577533591931,16712.04384242062,1640.091653043714,9055.401986438994,13379.896586546918
num_shares_5,17.461895669336503,518.3670195412637,126.57645839509384,576.9035011321889,28.264500236883567,132.77864534897924,70.79592140680559,424.81046879564354,25.341341981515974,100.47045363851097,110.86168354086435
rebalacning_date_6,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31
weights_6,0.8010964907879924,26.33484308181339,6.898420081995998,16.884633676956636,2.5458693963882433,13.809884069778875,6.464359032503406,9.908050497976188,1.3034875390564642,5.930060583925493,9.119295548817318
seed_money_6,924.3630639681959,30387.046404712008,7959.895963670016,19482.71138257015,2937.608219196523,15934.8429291331,7459.044934771416,11432.625185078587,1504.0581868751044,6842.532745939923,10522.50268434537
num_shares_6,15.044971744274022,566.3941547942593,132.51033733427693,633.1722906262642,36.05312001959405,173.79041257643254,118.4727594468141,295.49302623620025,23.26462779389179,67.16266927699179,83.89812377886598
rebalacning_date_7,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31
weights_7,1.3239019507690086,32.825235655579114,2.373220652044928,12.075781262092345,3.754598314940073,13.419082555553837,0.05468963631391851,7.792034918816848,5.241950046692566,8.26184985115132,12.87765515604604
seed_money_7,1190.6356823089704,29520.99045479258,2134.3281416542486,10860.212158501316,3376.6539311375045,12068.294411992989,49.18448258953657,7007.6751580824075,4714.2862557518065,7430.197703799689,11581.368034356574
num_shares_7,26.440943422362214,667.5936330798864,73.52146543762483,522.1255845433325,57.221723964370526,150.00987460525778,0.9018056947109749,226.054037357497,85.03402337214659,83.89068198938342,118.1410592100028
rebalacning_date_8,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30
weights_8,0.7678830222145316,16.904550749806102,1.6140478817037842,37.781080721964564,3.5145454863825667,7.892766243223732,3.1801996392855347,4.151718440831808,11.416066935090965,3.055978723820649,9.721162155675797
seed_money_8,831.1885969714033,18298.19049735114,1747.1127182484092,40895.816900324186,3804.2905589887664,8543.459238112371,3442.380674915101,4493.993129191999,12357.226796530047,3307.918777135421,10522.59120120283
num_shares_8,14.753081238399064,338.667231118844,46.19547113295635,1765.7952029500943,55.34318532133789,81.78689678453352,58.66361068362476,129.0265038527706,218.9444861185338,33.062656443132646,82.3879674381681
