,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
rebalacning_date_5,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30
weights_5,1.1507014971693974,7.4025074109350095,0.5545827402801708,33.463080434061396,7.148475541239043,25.114842738353857,5.28661189174149,2.0641928769410227,2.002758366062733,8.287538927474504,7.524707575741361
seed_money_5,1262.0446447040008,8118.782202276832,608.2447786307384,36701.00504865282,7840.169928352986,27544.982654920976,5798.150296156818,2263.9264591102374,2196.5474771199656,9089.450345657635,8252.806589970052
num_shares_5,21.69579929008081,163.94955981980678,10.277877300282839,1309.8145984529915,100.96806089314856,342.08870659365346,94.41703787912095,57.54769850305636,33.93923790358414,100.84822307397798,68.3802020877459
rebalacning_date_6,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31
weights_6,0.6045328099307038,13.639305539006463,0.9706815297157132,14.124738730652087,11.850939622277904,28.444721348254205,1.705428279161865,1.065280347007132,1.6413457063020205,5.576069595522664,20.37695649216926
seed_money_6,724.581618380681,16347.814243820332,1163.4405646473822,16929.645307147737,14204.3126026959,34093.30625291963,2044.094153779564,1276.824921962532,1967.285991195127,6683.371796131716,24423.43553604837
num_shares_6,11.793320611664731,304.71228786244797,19.368079984141538,550.1997174893643,174.32882428443665,371.83232907535864,32.46655263309346,33.001419538964385,30.42979104710173,65.60042987958104,194.73318080089595
rebalacning_date_7,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31
weights_7,0.5607720118498319,13.650099477855658,0.7536847051590199,15.609980608431616,7.8993278333511165,30.06543134172428,2.3886721245232816,1.2604206015761747,2.0267805997055977,7.0725501924676175,18.71228050335582
seed_money_7,536.062244022233,13048.62368770555,720.474463409867,14922.144931049488,7551.253120934003,28740.633005873016,2283.4180598303496,1204.8816307075465,1937.4728650149827,6760.906477175146,17887.745581868607
num_shares_7,11.904557939645414,295.0842082249107,24.818272938679538,717.4108139927638,127.9656519392307,357.248390377539,41.86685111533461,38.86714937766279,34.9472017499095,76.3340462591752,182.47215731784766
rebalacning_date_8,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30
weights_8,0.5803234018231932,12.488108383855726,0.9539363599559306,15.271542469520488,6.8072687072826215,30.230687952711797,2.3742120825087016,1.0178972739840897,2.250639546470368,6.902013082971207,21.123370738915888
seed_money_8,679.0246019424964,14612.08146650943,1116.181520618564,17868.921042707534,7965.046575334331,35372.31272950114,2778.0172386425816,1191.0208844136519,2633.4275291274403,8075.905041124467,24716.026206446346
num_shares_8,12.052264855209378,270.4438546457418,29.512996314610366,771.5423593569747,115.8720770342498,338.62064646277184,47.34180706616533,34.1952593859791,46.65888605824664,80.71869106571182,193.51727377424325
