,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
purchase_date,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29,2018-06-29
weights,1.117953111831345,21.346208128056627,0.9311771688930972,4.912727789577782,5.063970259984905,21.173645574130827,0.19878725759665605,,3.3465524524101697,17.690564511770088,24.218413745748485
seed_money,1117.953111831345,21346.208128056627,931.1771688930972,4912.7277895777825,5063.970259984905,21173.645574130827,198.78725759665605,,3346.5524524101697,17690.564511770088,24218.413745748483
num_shares,19.251818698662735,431.4980418042577,12.255556316044975,184.8975457123742,70.6863520377569,304.96392876466695,3.859197390732985,,64.43112153273334,212.01539443636253,221.59771018161297
rebalacning_date_1,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28,2018-09-28
weights_1,0.9989305413707932,19.25105792131754,0.6297365680611097,6.6746859343115625,3.833397206566034,23.363658070199023,0.1602181454824904,,3.996123463280248,17.783712526310087,23.30847962310111
seed_money_1,1064.0598460442118,20506.20826933129,670.7947829285445,7109.8689984099055,4083.3309950134903,24886.945968326003,170.66421353144582,,4256.666846201972,18943.19337445908,24828.169939871223
num_shares_1,18.37119899938211,418.66492995776423,8.856545853294753,257.8842581940481,52.09659345513512,330.4161705831918,3.165137491310197,,80.8023319324596,199.17141598632193,211.88061051264057
rebalacning_date_2,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31,2018-12-31
weights_2,1.7938213599827506,20.48969808804136,0.44105922408476206,5.668483520450888,4.742339378926836,21.409323618932053,0.07320901172848482,0.0029083032056521365,5.155719579399185,16.810393673939096,23.413044241308942
seed_money_2,1629.028413939121,18607.3714602074,400.54044638588107,5147.737073912951,4306.674995155876,19442.51377338578,66.48352111452776,2.641126181262062,4682.07920616147,15266.0736209611,21262.15863895875
num_shares_2,32.412541662802454,453.28554105255546,7.020768269434978,217.29578192963066,67.23926612265224,315.650844604039,1.3152005854494404,0.08543380187363331,88.72615512907845,177.65770881268176,215.946953526949
rebalacning_date_3,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29,2019-03-29
weights_3,2.4399345783299773,19.66522693393256,0.36321901976128734,5.502401007477625,5.035175212187903,21.597801574384967,0.007041077646992555,0.0026152574117400914,5.079131654069844,17.523532287364482,22.78392139743262
seed_money_3,2527.109773370579,20367.835933661,376.1962893862044,5698.993524866669,5215.074454194023,22369.458561181684,7.292644767940821,2.7086966280923046,5260.601393673884,18149.621756532488,23597.95666266108
num_shares_3,45.54171514454098,435.5824622254278,5.689599053027894,221.664470045378,69.50652344654169,302.28998055650925,0.12997050023063306,0.07478455626980411,90.41941206039677,197.81604094313337,207.27234661977235
rebalacning_date_4,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28
weights_4,2.556358765175834,18.378146798291134,0.24709758393473485,5.809156589671179,4.497135800085283,23.667563740516357,0.09383070647582728,0.0028159268824471204,4.176824117206921,20.47339753646625,20.097672435294022
seed_money_4,2760.850949199155,19848.279796945277,266.86379409820705,6273.851582618938,4856.877607118244,25560.815918473643,101.33655673326298,3.0411828387260056,4510.943059213159,22111.137056303047,21705.35637467875
num_shares_4,47.185967342320204,403.3383417383718,4.189384522734804,227.3134631383673,62.79091929047504,327.19938451707173,1.7450758865724638,0.08268577593056024,75.57284401429317,238.83276146363195,182.09191589495597
rebalacning_date_5,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30
weights_5,3.1307565523704883,18.52448453608248,0.3764987234592639,5.281788288142715,5.913191190253048,23.623881007012898,0.35306854538991056,0.0,4.289540445334971,19.563087774294672,18.943702937659573
seed_money_5,3414.4452138923,20203.05204381275,410.61457281904825,5760.389362624304,6449.005861890585,25764.522436879324,385.0613054118543,0.0,4678.230516608437,21335.766707673018,20660.25727229233
num_shares_5,58.697700084103495,407.97762608668717,6.938401027695982,205.58134770250908,83.05223260644668,319.9766820278108,6.2703355383789985,0.0,72.28415507738623,236.7221425460226,171.18449972899435
rebalacning_date_6,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2019-12-31
weights_6,3.303917370099228,17.049114781115602,0.2912505099420949,5.291625989693588,5.484541397150006,23.633101483043536,0.18104212882811754,0.04526053220702938,3.7702226290483307,22.523305114846067,18.4266180640264
seed_money_6,3931.590134957644,20288.077447040243,346.5818007595429,6296.9203549845315,6526.485512909231,28122.879067764414,215.43621343380647,53.85905335845161,4486.483296800884,26802.245418598442,21927.276528402617
num_shares_6,63.99072485282624,378.1561499914304,5.769632108532427,204.64479541711185,80.09923309903327,306.71697096482075,3.4217950037135716,1.392066512237054,69.39649337665713,263.07661384568553,174.83078080372044
rebalacning_date_7,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31
weights_7,2.3155603649940675,17.75901095739791,0.0671592359817892,3.767366958679666,3.8378022549532496,26.28291032911097,0.5486377219914762,0.03296535668618311,4.9062074176147625,23.62694682442262,16.85543257816731
seed_money_7,2268.0030389187077,17394.273726771222,65.77990952032329,3689.9922110341113,3758.9808966285964,25743.107974731764,537.3697181698362,32.28830924625625,4805.442993814715,23141.69304685715,16509.253175816382
num_shares_7,50.36648987161243,393.3576148071285,2.26592867793053,177.40347168433226,63.70074388457205,319.98891205384416,9.852763442791277,1.0415583627824596,86.67826467919761,261.2813937773191,168.4102129533447
rebalacning_date_8,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30
weights_8,2.006360609580553,16.387917498010395,0.07498694879739938,4.1283686660802585,4.010677978049461,26.773712068505787,0.4777097719027786,0.027481592951635464,3.903305657632477,22.89962475876985,19.309854449719413
seed_money_8,2392.5261888528075,19542.111028059866,89.41973739080204,4922.9585667061465,4782.615872599599,31926.866481941244,569.6548937866353,32.77099367592063,4654.577529278437,27307.130975678847,23026.43515491863
num_shares_8,42.46585354726318,361.6900060718095,2.364350539153941,212.56297783705296,69.57544184753563,305.6372437482409,9.707820275845863,0.9408841135779681,82.46948138338833,272.93484233562066,180.2884055349094
